LEI,Legal Name,Parent LEI,Parent Legal Name
2138001CC88IR23UCK95,THE RAMLA US RETIREMENT BENEFIT SCHEME,N/A,N/A
2138001CB1PYSJVVXI27,THE PENELOPE MACKENZIE SETTLEMENT 2000,N/A,N/A
2138001CCPFATAG7QF08,AYGL 2021 TRUST,N/A,N/A
2138001CD6R7DT39CG79,JOWHAL NO 1 TRUST,N/A,N/A
2138001CD275CW25F575,SUNSEEKER TORQUAY LIMITED,N/A,N/A
2138001CDBJ4DD8QJO18,CHRISTOPHER GORDON HORSFALL SIMON 1964 SETTLEMENT,N/A,N/A
2138001CDO2UXS9BA786,THE MORRIS HALL FARM 1990 SETTLEMENT,N/A,N/A
2138001CEYS22GH3W979,HELMRIG LIMITED,N/A,N/A
2138001CF9KDOZ3VH709,CATELLA APAM STRATEGIC EQUITIES FUND 1 GP LIMITED,N/A,N/A
2138001CETXKEMKWQA52,WS MONTANARO BETTER WORLD FUND,N/A,N/A
2138001CDY4XWMQ82Q04,HAGA GRUPPEN I MÖBLER AB,N/A,N/A
2138001CENPSKTCIBY37,SYMPHONY FINANCIAL ADVISERS LTD,N/A,N/A
2138001CFO16FF2MFQ76,THE GALILEO SETTLEMENT,N/A,N/A
2138001CFGKUL372GP18,T C DEWHIRST 2002 SETTLEMENT,N/A,N/A
2138001CE49ZFHFZV690,SUNDEXA LIMITED,N/A,N/A
2138001CFNRG3TD3Y203,DEREK TAYLOR THE DISCOUNTED GIFT DISCRETIONARY TRUST,N/A,N/A
2138001CGM756QVKRC64,R W COLLIN DISCRETIONARY WILL TRUST,N/A,N/A
2138001CG78JNCQGJI46,STEVENSON & MARSHALL LLP,N/A,N/A
2138001CGD38BCN9N347,K W C GARMENTS LIMITED SELF ADMINISTERED PENSION SCHEME,N/A,N/A
2138001CGVU4AQR1BN48,TOG KNIVES LTD,N/A,N/A
2138001CEANWNXPMVS19,LGIM GLOBAL CORPORATE BOND FUND,213800JH9QQWHLO99821,LEGAL & GENERAL GROUP PLC
2138001CFOTDN3U7BM31,PEARL (CHISWICK HOUSE) LIMITED,2138001P49OLAEU33T68,PHOENIX GROUP HOLDINGS PLC
2138001CI9RW8T8DDR31,SYBIL FURNISS 2012 DISCRETIONARY,N/A,N/A
2138001CIVRHMQ3TFC78,THE AILUJ TRUST,N/A,N/A
2138001CHYNQGTOZVN19,"CARRIEDO SICAV, S.A.",N/A,N/A
2138001CHBAGM87QNK68,IBOSS GROUP SIPP,N/A,N/A
2138001CHF5XA24VTI93,CANVETA LIMITED,N/A,N/A
2138001CHCXIMG8C4E52,HBOS INVESTMENT MANAGEMENT HOLDINGS (MALTA) LIMITED,N/A,N/A
2138001CIADM83OBXF86,THE CHRISTINE MAY POLLEN INTEREST IN POSSESSION TRUST,N/A,N/A
2138001CHVLOPH69MC09,W J HARRAP DISCRETIONARY TRUST,N/A,N/A
2138001CIU1S89L5S581,MRS JH SHAW FOX SETTLEMENT,N/A,N/A
2138001CJB7EQS85LB23,LUSO ELECTRONIC PRODUCTS LIMITED,N/A,N/A
2138001CJAR8ZC4ZX135,MRS JOSEPHINE CECILIA CHAMBERLAIN DISCRETIONARY TRUST,N/A,N/A
2138001CJ8752AQ3B878,TPV INVESTMENTS LTD.,N/A,N/A
2138001CHPGBFFCZAL72,MICRO FOCUS HOLDING FINANCE B.V.,213800F8E4X648142844,MICRO FOCUS INTERNATIONAL PLC
2138001CJ4Z2X7YU5O67,บริษัท เรวีม่า เอเชีย แปซิฟิก จำกัด,969500ARGZ4L2GBRWS88,REVIMA GROUP
2138001CJC6LDLDMWE79,SELECT UNIVERSAL OPPORTUNITIES FUND - EURO CORPORATE BOND OPPORTUNITIES FUND,N/A,N/A
2138001CLYSDKSG3WL98,SHEFFIELD PARK HOTEL PROPERTY LTD,N/A,N/A
2138001CJJ23O7W8F382,FKAT TRUST,N/A,N/A
2138001CKUQZ4M4RAQ50,THE RUSSELL BLACK CHARITABLE TRUST,N/A,N/A
2138001CKRX316HFP452,THE ACHOR TRUST,N/A,N/A
2138001CKRHVU2YTDE41,MEHUL ENTERPRISES LTD SSAS,N/A,N/A
2138001CLN9RHUKCNL88,THEAM QUANT - EQUITY WORLD GURU FLEX,N/A,N/A
2138001CLGSZLEH3CO48,HAREL PROVIDENT INVESTMENT FOR CHILDREN,N/A,N/A
2138001CLNEYUCPUGM98,SIR R G ELLIS WILL TRUST,N/A,N/A
2138001CKCMNEX8K7222,THE ROBIN CHAPMAN DISCRETIONARY TRUST,N/A,N/A
2138001CN5AKUQGMTJ53,F&S SALES INDIA PRIVATE LIMITED,N/A,N/A
2138001CME3DSFEMXL92,DAVID HUGHES PENSION SCHEME,N/A,N/A
2138001CMZ85RE1LHB38,THE DWYER FAMILY SETTLEMENT NO. 1,N/A,N/A
2138001CMIYP1IDROK46,THE HOLLELY FAMILY OMW TRUST,N/A,N/A
2138001CLXFN46HOU898,MOONSPRITE SHIPPING CORP.,213800U35RCYXTKVEM65,OKEANIS ECO TANKERS CORP.
2138001CMQYTG9ABVS02,MPC ECOBOX OPCO 6 GMBH & CO. KG,213800MXS7CXYJ2Q1805,MPC CONTAINER SHIPS ASA
2138001CNT43FWH4WZ68,"QUARK EXPEDITIONS, INC.",N/A,N/A
2138001CO3XYMKFKWP91,THE KG2 TRUST,N/A,N/A
2138001COJW4Z5NX3648,THE RENE JOSEPH BASTIAENEN SETTLEMENT,N/A,N/A
2138001CNTE77VF3HP86,THE CLABON FAMILY SETTLEMENT,N/A,N/A
2138001CNE41E67OIA75,NATIONAL FEDERATION OF BUILDERS LIMITED,N/A,N/A
2138001CNF45JP5XZK38,KONE OYJ,N/A,N/A
2138001COX4K4QCBRM26,MANGOSTEEN HOLDING PTE. LTD.,N/A,N/A
2138001COVRNRFW32A97,CENTURION SAFETY PRODUCTS LTD,N/A,N/A
2138001COKAY4UTBHY76,SBFC HOLDINGS PTE. LTD.,N/A,N/A
2138001CNJ6MDGYCYA52,ECONOMIC SCALE JAPAN EQUITY,N/A,N/A
2138001CPE2AHKOZHC62,P M BYGATE SETTLEMENT,N/A,N/A
2138001CP8IFN12F3G52,LATHCO LTD RETIREMENT BENEFIT SCHEME,N/A,N/A
2138001CPFXNLTIM8585,THE CHARLOT TRUST,N/A,N/A
2138001CPIMGOZ71OZ64,NEWTOWN ASSETS LIMITED,N/A,N/A
2138001CPQOKFJWC4C65,BRENNUS FUND L.P.,N/A,N/A
2138001CQ2MQX4SMLU80,SOUTHMILL INVESTMENTS UNLIMITED,N/A,N/A
2138001CQ7Y1F4LY4Z84,ALCHIMICA ΑΝΩΝΥΜΗ ΕΤΑΙΡΕΙΑ,N/A,N/A
2138001CR86F72YDNN71,SURREY LIGHTING SERVICES LIMITED,N/A,N/A
2138001CQB77PV96I551,ACTIS AFRICA REAL ESTATE 3 C LP,N/A,N/A
2138001CQSNX84JCEI94,"SDC K LUX INVESTOR, S.À R.L.",N/A,N/A
2138001CQ126D4BROG70,MRS MARY ASQUITH-LEESON WILL TRUST,N/A,N/A
2138001CQSE974AH7Q33,KF SETTLEMENT,N/A,N/A
2138001CPZ8821LBVJ78,WCP LEASING AND CREDIT OPPORTUNITIES FUND VI LTD.,N/A,N/A
2138001CPZIYK5LL3Z94,"""RUFÉM"" Rugó-és Fémtömegcikkgyártó Korlátolt Felelősségű Társaság",N/A,N/A
2138001CRQOF47KOEM44,FENTON FAMILY SSAS,N/A,N/A
2138001CSKIJCNA5JN42,KL SPECIAL OPPORTUNITIES MASTER FUND LTD,N/A,N/A
2138001CSMDK4Z9PZU49,JACKSON STEPHEN WEALTH MANAGEMENT LLP,N/A,N/A
2138001CSAM2GQJHJN26,EVEAGENCY LIMITED,N/A,N/A
2138001CQCVHHENKKL55,QUANTUM LEAP TECHNOLOGIES LIMITED,213800I73LLYSPCZB108,WHITE VALLEY CAPITAL LIMITED
2138001CRLFYPX3MPI30,ABRDN AMERICAN EQUITY TRACKER FUND,6M4E0HOI670FC29RJD10,ABRDN OEIC IV
2138001CU369C2NVN225,BRYAN OLIVER SHEPHERD WILL TRUST,N/A,N/A
2138001CT35958HA5Z48,LISTER 2001 ACCUMULATION AND MAINTENANCE SETTLEMENT,N/A,N/A
2138001CUN3IYWESX511,BUNSEN LIMITED,N/A,N/A
2138001CTV5P6OFI1696,CLEANING SUPPLIES PENSION SCHEME,N/A,N/A
2138001CSZQFNFKJUB79,IMD CAPITAL LTD,N/A,N/A
2138001CUUXJA7YCJO29,KENMORE LIMITED,N/A,N/A
2138001CVUDBFJEFGA19,GS SHARESTOCKS LIMITED,N/A,N/A
2138001CV8414LGN2R73,THE PFC TRUST,N/A,N/A
2138001CVWZANJYJXE20,I P MCMULLEN NO 1 DISCRETIONARY SETTLEMENT,N/A,N/A
2138001CUVL5KWNTD389,TOPAS 2 SERIES 68 (MULTI-CLASS) INDEX LINKED SUB-FUND (CLASS BK FUND) (JPY) FOR QUALIFIED INSTITUTIONAL INVESTORS ONLY,N/A,N/A
2138001CUQCFVLPLWC40,HIVOLT CAPACITORS LIMITED,213800BMDLQU1VEEAN68,DISCOVERIE GROUP PLC
2138001CVYV61VZRM610,MRS M WAINWRIGHT WILL TRUST ROBERT WAINWRIGHT LIFE INT TRUST,N/A,N/A
2138001CUXLA4C59RF03,CENTURY INSURANCE COMPANY LIMITED,21380021T4T3KTV7JV62,SUN ALLIANCE AND LONDON INSURANCE LIMITED
2138001CU1XNL7DGSI90,IBERINOX 88 SA,959800164PW6RXBM0N32,PIGASOL SL
2138001CVEPX9ULEFA29,ROCKSHAM PTY LTD,N/A,N/A
2138001CW4AEFMDXDH88,THE DEAN FAMILY SSAS,N/A,N/A
2138001CXHAC3DJ4B731,CLONNOE FARM LIMITED,N/A,N/A
2138001CX39W5PPJWB62,MISS C M THOMAS WILL TRUST,N/A,N/A
2138001CW89Z4NT3XE48,THE INSM UK LIMITED 2012 EFRBS,N/A,N/A
2138001CX6TN9K53KO77,BRANDON CADBURY RESIDUARY TRUST,N/A,N/A
2138001CXT13P6GVAK04,A B O'FERRALL WILL TRUST 51,N/A,N/A
2138001CXT3WSGUJJ250,LOWER REULE FARM LIMITED,N/A,N/A
2138001CXICOG5XJFI57,PIXIE HILL WILL TRUST FOR MISS WENDY KAREN HILL,N/A,N/A
2138001CXXS1T4Q83O14,FIDUCIAN PROPERTY SECURITIES FUND,N/A,N/A
2138001CXZDM1ASGXQ63,D&S JOANNOU (INVESTMENTS) LTD,N/A,N/A
2138001CWOXKI7E7BU33,Z & J TECHNOLOGIES GMBH,2138002W9Q21PF751R30,IMI PLC
2138001CXZX2SP26GD82,ARCTIC MOUSSY,N/A,N/A
2138001CY585FEXI9K05,BALDWIN BOXALL TRUST FUND,N/A,N/A
2138001CY1KI74AHX482,BROADCAST & PRODUCTION SERVICES (UK) LIMITED,N/A,N/A
2138001CXTMSWD9WTV86,BRUNTWOOD CIRCLE SQUARE 1 LIMITED,2138005MXQK5W1CX4I30,BRUNTWOOD SCIENCE LIMITED
2138001CYNXF5DNLBV07,J.S.P. FINANCIAL SERVICES LIMITED,N/A,N/A
2138001CY64UQ8LOLC70,MILLTRUST NARNOLIA INDIA FUND SP,N/A,N/A
2138001CYO19985MZS85,R S RATHBONE MARRIAGE SETTLEMENT,N/A,N/A
2138001CZJW7RMHM5473,THE BERKELEY LEISURE GROUP LTD,N/A,N/A
2138001CYDBRJG7H2N24,TARGET MATURITY II BOND FUND,N/A,N/A
2138001CYY4KZ2Y12H91,HENRY BENBOW LTD,N/A,N/A
2138001CY822XCXC1225,ELECTRO MECHANICAL SYSTEMS LIMITED,N/A,N/A
2138001CZ3Q8LO2TUK56,HORIZON CREMATION (EAST RENFREWSHIRE) LIMITED,N/A,N/A
2138001CZXTGLMTLZQ40,J D M GREEN 2012 CHILDREN'S SETTLEMENT,N/A,N/A
2138001D131DTKHA9M60,THE DUNCAN JOHN RODGERS FLEXIBLE TRUST,N/A,N/A
2138001D15KCDH8MT476,WOODFORD SKY SERVICES LTD,N/A,N/A
2138001D1JJIGM1A7750,THE HENRY 2013 TRUST,N/A,N/A
2138001D1D8TCBV8ZD05,POMEGRANATE HOLDINGS LIMITED,N/A,N/A
2138001CY61HDFJ5ZA27,CEREFORM LIMITED,GBQKSY6W7G0OHCQ8OQ72,ASSOCIATED BRITISH FOODS PLC
2138001CZ5FQ7DPU6834,MONDI HAMMELBURG GMBH,213800TDKBS2ZF6I9940,MONDI HOLDING DEUTSCHLAND GMBH
2138001D318E1SMBXD75,NOMINA NO 459 LLP,N/A,N/A
2138001D1S6XBND8TD27,L&G GLOBAL GOVERNMENT BOND FUND,N/A,N/A
2138001D2H52VZLT3872,CUTHBERTS TOYS PENSION SCHEME,N/A,N/A
2138001D3H6FSV5Y3E72,AMTRUST ITALIA S.R.L.,N/A,N/A
2138001D3OWQ3RWGT837,HONEYWELL GLOBAL LIMITED,N/A,N/A
2138001D1LBA4WKOXT41,JANET KATHLEEN ELKIN WILL TRUST,N/A,N/A
2138001D1RSCLIFVE214,FIRST QUANTUM MINERALS GROUP EMPLOYEE BENEFIT TRUST,N/A,N/A
2138001D3RHK615PNJ41,SEARCH TEAM LIMITED,N/A,N/A
2138001D24V8UMBRFZ20,THE C & A JONES FAMILY TRUST,N/A,N/A
2138001D3FGZIHDH2183,SAELOC LIMITED,N/A,N/A
2138001D4K1KHTPQZ827,E MOLINEUX WILL TRUST,N/A,N/A
2138001D4HUZ48PR8M23,NEXTRACKER LLC,N/A,N/A
2138001D3TY3SQ9L7433,YES ENGINEERING LTD,N/A,N/A
2138001D4UN5X88KR604,OXFORD CENTRE FOR HEBREW AND JEWISH STUDIES,N/A,N/A
2138001D3TL5M8MXQ655,ICG EUROPE FUND VIII MASTER S.C.A SICAV-RAIF,N/A,N/A
2138001D51NEFNG77663,EASTONPARK LIMITED,N/A,N/A
2138001D5D57TCD4UZ34,ANTOPACK ΑΕ ΕΚΤΥΠΩΣΕΙΣ ΚΥΤΙΟΠΟΙΙΑ,N/A,N/A
2138001D5Q4M4C2H1L42,PLANET 74 PROPERTIES LIMITED,N/A,N/A
2138001D4UXR9UK4PW24,THE JERTIN TRUST,N/A,N/A
2138001D5SR6AHVNXF81,LENBOROUGH LIMITED,N/A,N/A
2138001D61UAJGFVFT11,MRS CAROLYN MARTIN'S NO 2 DISCRETIONARY TRUST FOR GRANDCHILDREN,N/A,N/A
2138001D5U64VKR32O53,WILL OF STANLEY MERCER,N/A,N/A
2138001D5XNMD2216P27,IONIC (UK) SHIPPING AGENCIES LIMITED,N/A,N/A
2138001D4ZEPB1U3F320,SCL HOLDINGS LIMITED,N/A,N/A
2138001D6C11DB1EN583,MISS ANNIE ERNESTINE GRIFFITHS DECEASED,N/A,N/A
2138001D6F7K9YM22F97,BLIM (NW) LIMITED,N/A,N/A
2138001D6295H4K79Z79,THE MRS N. E. KEARNS DISCRETIONARY TRUST,N/A,N/A
2138001D6W83ET4DFV77,JWE PARTNERSHIP,N/A,N/A
2138001D6Z6WEO123P27,SKY A (LUX) SCSP,N/A,N/A
2138001D5HS9ETIDEX74,ASHENDENE TRUST,N/A,N/A
2138001D7X8TDUWSA880,THE BRYCHAN JONES WILL TRUST,N/A,N/A
2138001D7AAMT958WT26,ΑΝΑΠΤΥΞΗ ΑΝΩΝΥΜΗ ΤΕΧΝΙΚΗ ΕΜΠΟΡΙΚΗ ΒΙΟΜΗΧΑΝΙΚΗ ΚΤΗΜΑΤΙΚΗ ΤΟΥΡΙΣΤΙΚΗ ΞΕΝΟΔΟΧΕΙΑΚΗ ΚΑΙ ΓΕΩΡΓΙΚΗ ΕΤΑΙΡΕΙΑ,N/A,N/A
2138001D7HMYH5F88697,HEF HIMMERLANDS ELFORSYNING AMBA,N/A,N/A
2138001D8CD1FXTAAF55,LOSI LIMITED,N/A,N/A
2138001D88SNPR2YFZ71,WILL OF MRS JASMINE HOWKINS,N/A,N/A
2138001D7QBDRG3RB345,MR A C A HOPKINS PERSONAL INJURY SETTLEMENT,N/A,N/A
2138001D736RJCYJA859,ΓΕΩΡΓΙΟΣ ΡΕΓΚΛΗΣ ΑΝΩΝΥΜΗ ΕΤΑΙΡΕΙΑ ΛΟΓΙΣΤΙΚΩΝ ΦΟΡΟΤΕΧΝΙΚΩΝ ΚΑΙ ΟΙΚΟΝΟΜΙΚΩΝ ΥΠΗΡΕΣΙΩΝ,N/A,N/A
2138001D7GS43S9HGV78,H.E.R SHAND SETTLED LEGACY,N/A,N/A
2138001D768FSUE17N94,MARYLAND LIMITED,N/A,N/A
2138001D9EHZG62T5583,MACQUARIE INFRASTRUCTURE DEBT (UK INFLATION LINKED) FUND L.P.,N/A,N/A
2138001D8QVHLWASMG65,BARRY JOHNSON FINANCIAL SERVICES LIMITED,N/A,N/A
2138001D8OAFL5VRRX72,INFOSPOT LIMITED,N/A,N/A
2138001D9P2FGHD1KJ91,THE H O L PENSION SCHEME,N/A,N/A
2138001D7HR71QOABK85,TRUST PAYMENTS HOLDING (MALTA) LIMITED,213800YV8VA8ZVSRY654,TRUST PAYMENTS LTD
2138001D9M34KRZ29654,PICTET CH FOCUS,N/A,N/A
2138001D9Y8RA6T1V257,ESTRELLA INTERNATIONAL INC.,N/A,N/A
2138001DAJV8389LNZ93,ALPIC ENERGY (CY) LIMITED,N/A,N/A
2138001D9SBWCL3NQ497,INTER SPECTRUM MANAGEMENT LTD.,N/A,N/A
2138001D9Q9NBULKSI85,EAGLE SOLUTION SERVICES PENSION SCHEME,N/A,N/A
2138001D9XVJF66OBZ54,BREEDERS ELITE PENSION SCHEME,N/A,N/A
2138001DB62UM1JHT636,HORIZON (GP) LIMITED,N/A,N/A
2138001DB6B6RL5UKC51,MRS DOROTHY AMY DOWN DECEASED WILL TRUST,N/A,N/A
2138001DC4AS9BH8IG90,THE V W MILLER SETTLEMENT,N/A,N/A
2138001DBPKC47ITK468,TOFT EXECUTIVE PENSION SCHEME,N/A,N/A
2138001DBJLVGW3LTC93,THE CAUSER FAMILY TRUST,N/A,N/A
2138001DCY9CEUN6T919,LOVE FAMILY PENSION TRUST,N/A,N/A
2138001DCHR3PRR6DP38,SOUTH WEST AIRPORTS LIMITED,N/A,N/A
2138001DCNFYH94HT807,SERIES 4 TOPIX SECTOR WHOLE SALES TRADE SUB-FUND (YEN) FOR QUALIFIED INSTITUTIONAL INVESTORS ONLY,N/A,N/A
2138001DC844QGM9SH02,MANANA YACHTS LIMITED,N/A,N/A
2138001DD3U9KO7UCM86,SC&GF LIMITED,N/A,N/A
2138001DDJPVE1J7PU80,KENNETH HOWARD ROBINSON DISCRETIONARY TRUST,N/A,N/A
2138001DE4QILJI94218,INNOVA SOLUTIONS LIMITED,N/A,N/A
2138001DDJWAJ1E7JJ11,RICHIE PROPERTIES LIMITED,N/A,N/A
2138001DEIU18OXCKJ54,POISONGREEN INVESTMENTS LTD,N/A,N/A
2138001DDP61DUMMYU36,MB LEGAL SERVICES PENSION SCHEME,N/A,N/A
2138001DE93KKJJDUW64,WEARDALE ESTATES LIMITED,N/A,N/A
2138001DEBMVDPK1Q891,THE YORKIST HISTORY TRUST,N/A,N/A
2138001DEGK3NF74D327,THE DAPHNE HAMILTON TRUST,N/A,N/A
2138001DDNG3QEX28328,E - LEATHER LIMITED,N/A,N/A
2138001DEWZSV9QYKB24,AB SOLUTIONS S.A.,N/A,N/A
2138001DEKO5S4VL5S40,SW BRANDS PLC,N/A,N/A
2138001DEN1BOE3C1Q53,TALARIA SPECTRUM FUND,N/A,N/A
2138001DEUW9PWVOQE86,SAREGAMA LIMITED,N/A,N/A
2138001DEAP4NYT4TD48,RBSG INTERNATIONAL HOLDINGS LIMITED,RR3QWICWWIPCS8A4S074,NATWEST MARKETS PLC
2138001DEX85OJNWJR95,COPL AMERICA HOLDING INC.,213800QPF6H95J4ZAH31,CANADIAN OVERSEAS PETROLEUM LIMITED
2138001DGD47ES72WP22,ELY DIOCESAN BOARD OF FINANCE(THE),N/A,N/A
2138001DFBU9KFF3RM39,CAREY GROUP PLC PENSION SCHEME,N/A,N/A
2138001DH8I84NBGPT71,THE COLLINS FAMILY TRUST V,N/A,N/A
2138001DG6RPCEVBGG88,KLIMES & CO LTD,N/A,N/A
2138001DGNHJ1DLPW429,THE FAIRFIELDS TRUST,N/A,N/A
2138001DF4TKEOUC5Q12,FCS GLOBAL FUND SERVICES ICAV - FCS NAVIGATOR FUND,N/A,N/A
2138001DH8PBKCXVEG64,MOO PRINT LIMITED,N/A,N/A
2138001DHFVSJFP26G48,ROYSCOT LEASING LIMITED,N/A,N/A
2138001DGZ1LRXKZ3805,A R POULTON ACC & MAINT. TRUST,N/A,N/A
2138001DFRSY8DJHHR16,VT CHELSEA MANAGED MONTHLY INCOME,N/A,N/A
2138001DHGK7JYULW332,WINTONS HOLDINGS LIMITED,N/A,N/A
2138001DHXW2RCNZ4B73,DWF (NORTHERN IRELAND) LLP,N/A,N/A
2138001DIB6VX14HS195,RUGGLES & STOPITALL LIMITED,N/A,N/A
2138001DHZBEYXOQBU09,SUSAN PAMELA ROSE WILL TRUST FOR HARRIET,N/A,N/A
2138001DIBV6SGYCPO86,E H LEWIS DECEASED 772301H,N/A,N/A
2138001DJIYTPZMYC449,OPH PENSION SCHEME,N/A,N/A
2138001DJG8Z4GJZY596,THE ELIZABETH ANNE CROCKER DISCRETIONARY TRUST,N/A,N/A
2138001DJHPJ9IIF9N92,MARSHALL WACE LONG STRATEGIES ICAV - MW WORLD TOPS LONG-ONLY FUND,N/A,N/A
2138001DJNZNF8HSF738,M P ELGOOD DISCRETIONARY TRUST,N/A,N/A
2138001DJC75X9R79E79,"גינדי גרדנס בע""מ",N/A,N/A
2138001DIHJRW9AX6913,SHABAK LIMITED,N/A,N/A
2138001DJK999HWV9R96,FRANK WOODCOCK DISCRETIONARY SETTLEMENT,N/A,N/A
2138001DJ6AM5BU2UL41,C M WEEKLEY WILL TRUST,N/A,N/A
2138001DIEEEM2XMMG64,RTS TEXTILES LTD,N/A,N/A
2138001DIG9TVQD18L45,PHOENIX PERSONAL BOND FUND – 10244 BELL,N/A,N/A
2138001DK3FEGCDEPN71,MRS M F H BAKER WILL TRUST,N/A,N/A
2138001DKA1Y1O4AW292,THE ROUNDHOUSE TRUST,N/A,N/A
2138001DKCDR41IS2F20,CLARKE SETTLEMENT FOR LAURA,N/A,N/A
2138001DKF4NT8NS7U24,MARY PHILIPSON 1973 GRANDCHILDRENS SETTLEMENT,N/A,N/A
2138001DKM2CIUIEIC93,MR & MRS C B JARMAN'S SETTLEMENT,N/A,N/A
2138001DKUZVPNPNUY58,MR WILLIAM WOLFE FLETCHER DECEASED,N/A,N/A
2138001DLUGGJZENIN83,PHILLIP G. DAVIES LTD,N/A,N/A
2138001DKPJC5T6XQ584,TRUSTEES OF THE W V W NORRIS 1990 SETTLEMENT,N/A,N/A
2138001DKQFQAJEJS603,DEAN & DON LTD.,N/A,N/A
2138001DM4VW81EZ6440,MRS K G BUCHANAN WILL TRUST NO 2,N/A,N/A
2138001DLZDWNTJMFO74,R & B TAYLOR GRANDCHILDREN'S TRUST,N/A,N/A
2138001DKVXVJ4XJX987,BNY MELLON INFLATION-LINKED CORPORATE BOND FUND,N/A,N/A
2138001DLQCD23YSEJ20,THE DISCOUNT BATHROOMS LTD SSAS,N/A,N/A
2138001DL59TCFIBZQ30,G F PEMBERTON WILL TRUST,N/A,N/A
2138001DM7X5ABZFJ546,A M PROOS WILL TRUST,N/A,N/A
2138001DMIO3FDCK6A60,THE ALFRED MCALPINE PLC RETIREMENT SCHEME FOR IAN MICHAEL GRICE,N/A,N/A
2138001DKM3APQ4D7C70,NEDGROUP INVESTMENTS GROWTH MULTIFUND,213800YHJ1GWLJ3N1W64,NEDGROUP INVESTMENTS MULTIFUNDS PUBLIC LIMITED COMPANY
2138001DN11M7PHKJJ24,THE STUART BROWNING DISCRETIONARY SETTLEMENT,N/A,N/A
2138001DM7A6Q4GMBC38,AUBREY THOMAS 2004 SETTLEMENT,N/A,N/A
2138001DMKVIT2VRHG47,TIC FINANCIAL SERVICES (UK) LTD,N/A,N/A
2138001DO1TOX6WQ6169,MBDA INTERNATIONAL LIMITED,N/A,N/A
2138001DOD59N4G4E255,THE ARTHUR NORMAN PARKES WILL TRUST,N/A,N/A
2138001DN8TOY14E5E11,YVONNE DORIS RHODES SETTLEMENT,N/A,N/A
2138001DOFUT7HAAZE80,EM ES MASTER FUND LLC,N/A,N/A
2138001DO4DHAP2HBV13,MRS CATHERINE H ALLCOTT GRANDCHILDRENS TRUST,N/A,N/A
2138001DOGRBX327GX44,DENBY DALE SHIRT CO. (HOLDINGS) LIMITED,N/A,N/A
2138001DOT1FOSS9ON26,THE AITCHISON TRUST SCIO,N/A,N/A
2138001DONIVUNOYQI91,ACCURO TRUST (MAURITIUS) LTD AS TRUSTEE OF THE LB TRUST,N/A,N/A
2138001DP115156IUE58,LGIM SOLUTIONS FUND CQ,N/A,N/A
2138001DO7FGYNLNFV90,UNIVERSITY OF STRATHCLYDE SMALL ENDOWMENTS FUND,N/A,N/A
2138001DOUF7T8F3H498,MOWDEN PARK ESTATE COMPANY LIMITED,N/A,N/A
2138001DNEQ4BIL4PL73,CCI CZECH REPUBLIC S.R.O.,2138002W9Q21PF751R30,IMI PLC
2138001DP3XFGCON5793,THE LILY AND MARCUS SIEFF CHARITABLE TRUST,N/A,N/A
2138001DN24NK4RRRM11,A.T.I.V.A. *AUTOSTRADA TORINO - IVREA - VALLE D'AOSTA - SOCIETA' PER AZIONI,8156003F2286CFA55E20,ASTM S.P.A.
2138001DNEWPGOGS4990,PTT INTERNATIONAL TRADING LONDON LTD,549300QOGMPTKB6W7G56,บริษัท ปตท. จำกัด (มหาชน)
2138001DQUZ2LO76TQ26,ARCMONT ASSET MANAGEMENT LIMITED,N/A,N/A
2138001DPOJSZ4BXR124,THURROCK BOROUGH COUNCIL,N/A,N/A
2138001DP779CF9Y6717,VT LYNDON FUND,N/A,N/A
2138001DR2QC1RSLY428,COLCHAIN PROJECTS RETIREMENT SCHEME,N/A,N/A
2138001DPW6TKB58B125,ANCALA PARTNERS LLP,N/A,N/A
2138001DPW1XZ64WSK65,VEETSO LIMITED,N/A,N/A
2138001DQQSBL2THR819,MARELLA CRUISES LIMITED,N/A,N/A
2138001DQQC4RPOAGO22,HSBC CAPITAL FUNDING (EURO 2) L.P.,N/A,N/A
2138001DQRJ84XJGG959,RECTELLA INTERNATIONAL LTD,N/A,N/A
2138001DRKRQINQ8HX02,STRATHMORE FARMING COMPANY,N/A,N/A
2138001DS8V9NVIW2958,ΒΙΟΕΡΓΕΞ ΑΝΩΝΥΜΗ ΒΙΟΜΗΧΑΝΙΚΗ ΚΑΙ ΕΜΠΟΡΙΚΗ ΕΤΑΙΡΕΙΑ ΛΙΠΑΣΜΑΤΩΝ ΚΑΙ ΓΕΩΡΓΙΚΩΝ ΕΙΔΩΝ,N/A,N/A
2138001DSIZ23KQT9D65,THE HIRST FAMILY SETTLEMENT - NO 3,N/A,N/A
2138001DRA1AKP4D4337,ΙΝΤΕΡΤΑΝ ΑΕ ΕΜΠΟΡΙΑΣ & ΑΝΤΙΠΡ/ΣΗΣ ΕΙΔΩΝ ΔΙΑΤΡΟΦΗΣ & ΟΙΚΙΑΚΗΣ ΧΡΗΣΕΩΣ ΒΙΟΜ/ΚΩΝ ΤΟΥΡ/ΚΩΝ ΞΕΝ/ΚΩΝ ΠΤΗ/ΚΩΝ ΚΤΗ/ΚΩΝ ΕΚΜΕΤ/ΩΝ,N/A,N/A
2138001DRGIMY6AX8P60,R J R DAVIES 1986 TRUST FOR MRS JENNIFER DAVIES,N/A,N/A
